ride_id,customer_id,captain_id,timestamp,date,hour,minute,day_of_week,day_name,week_of_year,month,month_name,quarter,is_weekend,is_peak_hour,is_late_night,is_offpeak,is_ramadan,is_uae_public_holiday,is_suhoor_window,is_iftar_window,active_event,event_type,event_demand_multiplier,temperature_c,humidity_pct,is_rain,is_sandstorm,weather_demand_factor,pickup_zone,dropoff_zone,pickup_neighborhood,dropoff_neighborhood,pickup_location_source,dropoff_location_source,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_area_type,dropoff_area_type,is_airport_ride,is_intrazone_trip,pickup_density_score,dropoff_density_score,route_direct_distance_km,route_distance_km,route_efficiency_ratio,route_bearing_deg,salik_gates,salik_cost_aed,product_type,is_hala_product,payment_method,is_careem_plus,demand_index,captain_availability_score,supply_pressure_index,traffic_index,wait_time_min,trip_duration_min,avg_speed_kmh,surge_multiplier,booking_fee_aed,metered_fare_aed,final_price_aed,price_per_km_aed,booking_status,cancellation_reason,captain_rating,customer_rating,eta_deviation_min
RID2025032763,CUS2024268,CAP436494,2025-09-26 06:15:00,2025-09-26,6,15,4,Friday,39,9,September,3,False,False,False,True,False,False,False,False,,,1.0,35.7,64.5,False,False,1.0,Al Nahda,Downtown,Al Qusais,Burj Khalifa,polygon,polygon,25.276004,55.373328,25.194532,55.267872,Medium,High,False,False,0.92,1.3,13.95,18.38,1.318,229.52,1,4.0,Hala MAX,True,Cash,False,0.92,1.0,0.0,0.802,2.9,16.7,66.2,1.0,5.5,68.0,67.54,3.67,Completed,,4.6,4.0,-0.6
RID2025027669,CUS2056371,CAP105404,2025-03-05 22:45:00,2025-03-05,22,45,2,Wednesday,10,3,March,1,False,False,True,False,True,False,False,False,Dubai Food Festival,Food Festival,1.08,30.8,56.2,False,False,1.0,Deira,JVC,Hor Al Anz,Al Hebiah First,polygon,polygon,25.276628,55.329616,25.042088,55.237044,Medium,Low,False,False,1.05,0.9,27.69,36.27,1.31,199.68,2,8.0,Hala Taxi,True,Cash,False,1.002,1.0,0.0,0.847,2.5,27.9,78.0,1.0,4.0,97.82,103.11,2.84,Completed,,4.4,4.5,-0.8
RID2025025610,CUS3271661,CAP455404,2025-03-24 17:39:00,2025-03-24,17,39,0,Monday,13,3,March,1,False,True,False,False,True,False,False,True,,,1.0,26.8,52.9,False,False,1.0,Downtown,Silicon Oasis,Burj Khalifa,Wadi Al Safa 6,polygon,polygon,25.195818,55.284937,25.043871,55.254305,High,Low,False,False,1.3,0.88,17.17,18.78,1.093,190.35,0,0.0,Electric,False,Careem Plus,True,2.071,0.629,0.371,1.121,4.6,28.4,39.7,1.75,5.5,124.21,121.48,6.47,Completed,,4.7,4.4,1.3
RID2025049933,CUS2475582,CAP234449,2025-11-08 16:15:00,2025-11-08,16,15,5,Saturday,45,11,November,4,True,True,False,False,False,False,False,False,,,1.0,28.9,59.2,True,False,1.4,Downtown,Al Barsha,Burj Khalifa,Al Thanyah First,polygon,polygon,25.193054,55.282102,25.094895,55.174073,High,Medium,False,False,1.3,1.05,15.41,20.36,1.322,224.92,1,4.0,Hala Taxi,True,Cash,False,2.255,0.583,0.417,1.207,5.3,30.0,40.7,1.0,7.5,63.53,73.03,3.59,Completed,,4.8,4.6,2.6
RID2025010165,CUS1770633,CAP233859,2025-02-08 16:49:00,2025-02-08,16,49,5,Saturday,6,2,February,1,True,True,False,False,False,False,False,False,,,1.0,26.6,64.6,False,False,1.0,Marina,Deira,Marsa Dubai,Al Muraqqabat,polygon,polygon,25.088325,55.139968,25.269651,55.324147,High,Medium,False,False,1.25,1.05,27.39,31.47,1.149,42.55,3,12.0,Hala Taxi,True,Credit Card,False,1.549,0.685,0.315,1.277,4.9,54.5,34.6,1.0,7.5,95.86,98.07,3.12,Completed,,4.6,4.6,2.9
RID2025132590,CUS4573830,CAP455313,2025-03-28 15:45:00,2025-03-28,15,45,4,Friday,13,3,March,1,False,False,False,True,True,False,False,False,,,1.0,24.6,54.0,False,False,1.0,Dubai Hills,DIFC,Hadaeq Sheikh Mohammed Bin Rashid,Trade Center Second,polygon,polygon,25.098257,55.265335,25.21815,55.284206,Medium,High,False,False,1.05,1.35,13.47,16.47,1.223,8.1,1,4.0,Electric,False,Credit Card,False,1.008,1.0,0.0,0.847,1.7,18.1,54.5,1.0,4.0,66.94,69.33,4.21,Completed,,4.5,4.6,2.0
RID2025040233,CUS4677102,CAP268265,2025-12-20 18:34:00,2025-12-20,18,34,5,Saturday,51,12,December,4,True,True,False,False,False,False,False,False,,,1.0,19.8,71.4,False,False,1.0,Downtown,Deira,Burj Khalifa,Al Muraqqabat,polygon,polygon,25.192103,55.271317,25.267072,55.328137,High,Medium,False,False,1.3,1.05,10.11,11.77,1.165,34.42,1,4.0,Comfort,False,Careem Plus,True,1.611,0.885,0.115,1.289,3.9,19.6,36.0,1.5,5.0,69.74,73.67,6.26,Completed,,4.1,4.5,-2.9
RID2025158691,CUS2287826,CAP377744,2025-11-28 11:21:00,2025-11-28,11,21,4,Friday,48,11,November,4,False,False,False,True,False,False,False,False,,,1.0,24.6,57.8,True,False,1.4,Al Nahda,Jumeirah,Al Qusais,Jumeira Third,polygon,polygon,25.275253,55.371313,25.1773,55.221105,Medium,Medium,False,False,0.92,1.15,18.63,23.56,1.265,234.25,2,8.0,Hala MAX,True,Cash,False,1.288,1.0,0.0,0.84,1.8,22.3,63.4,1.0,5.5,84.93,86.3,3.66,Completed,,4.9,4.5,-2.4
RID2025048524,CUS3225538,CAP437998,2025-02-15 15:39:00,2025-02-15,15,39,5,Saturday,7,2,February,1,True,False,False,True,False,False,False,False,,,1.0,26.1,57.1,False,False,1.0,DXB Airport,Al Barsha,Dubai Int'l Airport,Al Thanyah Second,polygon,polygon,25.253009,55.360848,25.089432,55.180765,High,Medium,True,False,1.1,1.05,25.68,33.86,1.319,224.93,2,8.0,Electric,False,Cash,False,1.155,0.845,0.155,1.082,4.6,39.8,51.1,1.25,4.0,157.48,161.38,4.77,Completed,,4.4,5.0,1.4
RID2025006114,CUS2394071,CAP340871,2025-03-28 17:53:00,2025-03-28,17,53,4,Friday,13,3,March,1,False,True,False,False,True,False,False,True,,,1.0,26.0,53.7,False,False,1.0,Deira,Palm Jumeirah,Al Baraha,Nakhlat Jumeira,polygon,polygon,25.279951,55.326181,25.128093,55.133487,Medium,High,False,False,1.05,1.2,25.71,34.52,1.343,228.99,3,12.0,Executive,False,Careem Pay,False,1.673,0.782,0.218,1.2,6.4,48.8,42.5,1.5,6.0,227.87,245.28,7.11,Completed,,4.4,4.4,-1.3
RID2025036318,CUS2334451,CAP164355,2025-02-14 07:15:00,2025-02-14,7,15,4,Friday,7,2,February,1,False,False,False,True,False,False,False,False,,,1.0,24.0,62.3,False,False,1.0,Palm Jumeirah,Al Nahda,Nakhlat Jumeira,Al Qusais,polygon,polygon,25.118839,55.129684,25.277009,55.374626,High,Medium,False,False,1.2,0.92,30.28,40.01,1.322,54.43,0,0.0,MAX,False,Cash,False,1.2,0.974,0.026,0.893,2.2,44.3,54.2,1.0,5.0,190.46,199.72,4.99,Completed,,4.8,4.5,-1.6
RID2025162689,CUS4618344,CAP129891,2025-09-27 09:41:00,2025-09-27,9,41,5,Saturday,39,9,September,3,True,True,False,False,False,False,False,False,,,1.0,32.8,64.3,False,False,1.0,Al Nahda,Dubai Hills,Al Qusais,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.275898,55.374145,25.099587,55.252357,Medium,Medium,False,False,0.92,1.05,23.12,32.23,1.394,212.03,2,8.0,Eco Friendly,False,Credit Card,False,1.14,1.0,0.0,1.265,3.0,49.3,39.2,1.0,5.0,123.48,124.16,3.85,Completed,,4.5,4.3,-0.3
RID2025042021,CUS4559701,CAP210213,2025-02-11 15:26:00,2025-02-11,15,26,1,Tuesday,7,2,February,1,False,False,False,True,False,False,False,False,,,1.0,24.8,59.3,False,False,1.0,DXB Airport,Jumeirah,Dubai Int'l Airport,Umm Suqeim First,polygon,polygon,25.249371,55.360008,25.178165,55.214511,High,Medium,True,False,1.1,1.15,16.64,24.65,1.482,241.62,2,8.0,Hala Taxi,True,Credit Card,False,1.1,1.0,0.0,1.007,4.5,31.0,47.6,1.0,4.0,89.22,89.22,3.62,Completed,,4.4,4.4,0.4
RID2025140705,CUS1699944,CAP486224,2025-08-05 07:52:00,2025-08-05,7,52,1,Tuesday,32,8,August,3,False,False,False,True,False,False,False,False,,,1.0,39.8,59.6,False,False,1.0,Palm Jumeirah,Business Bay,Nakhlat Jumeira,Business Bay,polygon,polygon,25.128008,55.126568,25.181185,55.266605,High,High,False,False,1.2,1.25,15.28,22.28,1.457,67.21,2,8.0,Comfort,False,Careem Plus,True,1.2,0.946,0.054,0.786,3.7,21.3,62.9,1.25,3.0,97.64,93.7,4.21,Completed,,4.3,4.1,0.0
RID2025012142,CUS4868095,CAP202955,2025-09-16 23:35:00,2025-09-16,23,35,1,Tuesday,38,9,September,3,False,False,True,False,False,False,False,False,,,1.0,37.3,71.7,False,False,1.0,Al Nahda,Downtown,Al Qusais,Burj Khalifa,polygon,polygon,25.276217,55.373831,25.194463,55.274068,Medium,High,False,False,0.92,1.3,13.54,17.19,1.27,227.85,1,4.0,Electric,False,Cash,False,0.846,1.0,0.0,0.792,1.7,13.2,78.0,1.0,3.5,67.61,69.95,4.07,Completed,,4.5,4.7,-2.9
RID2025099795,CUS1236791,CAP110420,2025-01-31 19:40:00,2025-01-31,19,40,4,Friday,5,1,January,1,False,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.035,21.5,61.5,True,False,1.4,Dubai Hills,JVC,Nadd Hessa,Al Hebiah First,polygon,polygon,25.122595,55.386234,25.053172,55.234878,Medium,Low,False,False,1.05,0.9,17.09,21.94,1.284,243.17,0,0.0,Hala Taxi,True,Cash,False,1.795,0.732,0.268,1.229,5.7,42.4,31.1,1.0,7.5,63.6,58.5,2.67,Completed,,4.2,4.7,0.9
RID2025089515,CUS4587186,CAP397914,2025-12-23 14:21:00,2025-12-23,14,21,1,Tuesday,52,12,December,4,False,False,False,True,False,False,False,False,,,1.0,19.6,64.7,False,False,1.0,JVC,Business Bay,Al Hebiah Second,Business Bay,polygon,polygon,25.0357,55.245784,25.18351,55.276681,Low,High,False,False,0.9,1.25,16.73,21.65,1.294,10.71,1,4.0,MAX,False,Cash,False,0.9,1.0,0.0,0.857,1.9,21.4,60.7,1.0,5.0,109.94,115.06,5.32,Completed,,4.3,4.7,0.8
RID2025088631,CUS3958898,CAP290265,2025-01-01 21:18:00,2025-01-01,21,18,2,Wednesday,1,1,January,1,False,False,False,True,False,True,False,False,,,1.0,21.5,61.3,False,False,1.0,Palm Jumeirah,Marina,Nakhlat Jumeira,Marsa Dubai,polygon,polygon,25.126363,55.119674,25.083638,55.137924,High,High,False,False,1.2,1.25,5.09,9.1,1.786,158.85,0,0.0,Executive,False,Credit Card,False,1.2,1.0,0.0,0.882,2.2,9.9,55.0,1.0,4.0,43.57,42.71,4.7,Completed,,4.7,5.0,3.0
RID2025128913,CUS1342436,CAP444092,2025-11-03 12:08:00,2025-11-03,12,8,0,Monday,45,11,November,4,False,False,False,True,False,False,False,False,,,1.0,29.9,67.5,False,False,1.0,Al Barsha,Business Bay,Al Barsha North,Business Bay,polygon,centroid,25.099834,55.183487,25.175403,55.275904,Medium,High,False,False,1.05,1.25,12.54,19.25,1.535,47.89,1,4.0,Hala MAX,True,Credit Card,False,1.05,0.899,0.101,0.963,2.2,22.6,51.2,1.0,5.5,69.11,62.58,3.25,Completed,,4.8,5.0,0.6
RID2025003182,CUS3594212,CAP179810,2025-04-11 22:22:00,2025-04-11,22,22,4,Friday,15,4,April,2,False,False,True,False,False,False,False,False,,,1.0,32.7,44.6,False,False,1.0,DXB Airport,Jumeirah,Dubai Int'l Airport,Al Satwa,polygon,polygon,25.245422,55.369959,25.21707,55.273553,High,Medium,True,False,1.1,1.15,10.2,23.63,2.317,252.01,2,8.0,MAX,False,Credit Card,False,1.012,1.0,0.0,1.021,5.5,21.6,65.8,1.0,4.5,121.09,121.53,5.14,Completed,,4.6,4.5,1.8
RID2025034140,CUS4993253,CAP318157,2025-02-21 08:10:00,2025-02-21,8,10,4,Friday,8,2,February,1,False,True,False,False,False,False,False,False,Dubai Food Festival,Food Festival,1.08,23.1,56.8,False,False,1.0,Jebel Ali,Deira,Jabal Ali First,Al Muraqqabat,polygon,polygon,25.040749,55.130431,25.269782,55.321552,Low,Medium,False,False,0.85,1.05,31.92,38.71,1.213,37.02,3,12.0,Kids,False,Cash,False,1.083,1.0,0.0,1.138,2.9,67.1,34.6,1.0,6.0,161.22,162.34,4.19,Completed,,5.0,4.6,0.8
RID2025146094,CUS2771630,CAP466595,2025-01-15 10:45:00,2025-01-15,10,45,2,Wednesday,3,1,January,1,False,False,False,True,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,21.8,71.6,False,False,1.0,Ras Al Khor,Bur Dubai,Ras Al Khor Industrial,Al Karama,polygon,polygon,25.183067,55.359139,25.238686,55.30444,Low,Medium,False,False,0.95,1.05,8.28,16.45,1.987,318.35,1,4.0,Hala Taxi,True,Careem Pay,False,1.083,1.0,0.0,0.917,3.2,18.3,53.9,1.0,4.0,50.79,46.46,2.83,Completed,,4.6,4.9,-2.1
RID2025065209,CUS2550103,CAP243425,2025-04-11 10:47:00,2025-04-11,10,47,4,Friday,15,4,April,2,False,False,False,True,False,False,False,False,,,1.0,28.5,48.1,False,False,1.0,Deira,Dubai Hills,Al Muteena,Hadaeq Sheikh Mohammed Bin Rashid,polygon,polygon,25.27267,55.321476,25.100798,55.25526,Medium,Medium,False,False,1.05,1.05,20.24,23.59,1.166,199.23,2,8.0,Kids,False,Credit Card,False,1.05,1.0,0.0,0.79,1.7,25.1,56.4,1.0,4.5,94.14,90.36,3.83,Completed,,5.0,4.5,1.1
RID2025137121,CUS4418480,CAP231037,2025-02-16 22:22:00,2025-02-16,22,22,6,Sunday,7,2,February,1,True,False,True,False,False,False,False,False,,,1.0,25.7,56.8,False,False,1.0,Jebel Ali,Dubai Hills,Jabal Ali Industrial,Nadd Hessa,polygon,polygon,24.936126,55.090236,25.119777,55.375336,Low,Medium,False,False,0.85,1.05,35.24,45.18,1.282,54.53,1,4.0,Kids,False,Credit Card,False,0.821,1.0,0.0,0.984,2.2,45.5,59.5,1.0,3.5,159.54,151.96,3.36,Completed,,4.5,4.4,0.5
RID2025067146,CUS1380528,CAP267045,2025-12-05 03:01:00,2025-12-05,3,1,4,Friday,49,12,December,4,False,False,True,False,False,False,False,False,,,1.0,24.6,59.0,False,False,1.0,Al Barsha,Jumeirah,Al Barsha North,Jumeira Third,polygon,polygon,25.09868,55.190801,25.175054,55.222708,Medium,Medium,False,False,1.05,1.15,9.08,16.1,1.773,20.71,0,0.0,Hala Taxi,True,Cash,False,0.966,1.0,0.0,0.812,2.9,12.8,75.4,1.0,4.0,46.18,47.49,2.95,Completed,,4.2,4.4,0.2
RID2025155689,CUS4920803,CAP491587,2025-07-20 18:11:00,2025-07-20,18,11,6,Sunday,29,7,July,3,True,True,False,False,False,False,False,False,,,1.0,37.7,55.5,False,False,1.0,Al Nahda,Jumeirah,Muhaisnah,Al Safa Second,polygon,polygon,25.235372,55.421922,25.15582,55.224307,Medium,Medium,False,False,0.92,1.15,21.76,27.76,1.276,246.06,2,8.0,Hala Taxi,True,Cash,False,1.14,0.897,0.103,1.287,3.5,42.3,39.4,1.0,7.5,84.97,82.89,2.99,Completed,,4.6,4.9,0.3
RID2025030348,CUS3860453,CAP198441,2025-07-15 21:07:00,2025-07-15,21,7,1,Tuesday,29,7,July,3,False,False,False,True,False,False,False,False,,,1.0,36.3,69.0,False,False,1.0,Marina,Jebel Ali,Marsa Dubai,Jabal Ali Industrial,polygon,polygon,25.089773,55.147976,24.945163,55.092556,High,Low,False,False,1.25,0.85,17.02,20.83,1.224,199.16,0,0.0,Hala Taxi,True,Careem Pay,False,1.25,1.0,0.0,0.813,4.5,20.3,61.7,1.0,4.0,58.31,62.09,2.98,Completed,,4.7,4.5,-0.0
RID2025021281,CUS2257161,CAP197298,2025-10-02 14:47:00,2025-10-02,14,47,3,Thursday,40,10,October,4,False,False,False,True,False,False,False,False,,,1.0,31.7,52.6,False,False,1.0,Al Nahda,Downtown,Al Qusais,Zaa'Beel Second,polygon,polygon,25.278414,55.36755,25.203383,55.280747,Medium,High,False,False,0.92,1.3,12.08,16.8,1.391,226.32,1,4.0,Hala Kids,True,Careem Pay,False,0.92,0.988,0.012,0.83,4.5,17.1,58.9,1.0,4.5,54.4,52.15,3.1,Completed,,4.9,4.5,-0.8
RID2025006643,CUS1908347,CAP470219,2025-11-30 20:56:00,2025-11-30,20,56,6,Sunday,48,11,November,4,True,False,False,True,False,False,False,False,,,1.0,26.2,67.7,True,False,1.4,Al Quoz,JVC,Al Qouz Industrial,Al Hebiah First,polygon,polygon,25.154444,55.227218,25.03922,55.239731,Low,Low,False,False,0.9,0.9,12.87,15.16,1.177,174.38,0,0.0,Eco Friendly,False,Careem Pay,False,1.323,0.942,0.058,0.978,5.7,18.0,50.6,1.25,3.5,66.82,69.08,4.56,Completed,,4.4,4.1,1.7
RID2025040559,CUS4379616,CAP328804,2025-02-12 19:27:00,2025-02-12,19,27,2,Wednesday,7,2,February,1,False,True,False,False,False,False,False,False,,,1.0,21.4,70.0,False,False,1.0,JVC,Jebel Ali,Al Hebiah First,Jabal Ali First,polygon,polygon,25.044422,55.242487,25.052423,55.128955,Low,Low,False,False,0.9,0.85,11.47,16.2,1.412,274.47,0,0.0,MAX,False,Cash,False,1.062,0.989,0.011,1.215,4.6,27.4,35.4,1.0,7.0,91.23,93.8,5.79,Completed,,4.6,4.2,-0.0
RID2025102392,CUS1469122,CAP311030,2025-11-19 09:01:00,2025-11-19,9,1,2,Wednesday,47,11,November,4,False,True,False,False,False,False,False,False,Dubai Airshow,Trade Show,1.16,28.4,69.2,False,False,1.0,Marina,Deira,Marsa Dubai,Al Baraha,polygon,polygon,25.082252,55.145891,25.281741,55.322539,High,Medium,False,False,1.25,1.05,28.43,35.92,1.264,38.67,3,12.0,Hala Taxi,True,Cash,False,1.711,0.769,0.231,1.163,4.5,56.5,38.1,1.0,7.5,105.03,113.21,3.15,Completed,,4.7,4.7,1.4
RID2025127039,CUS1819997,CAP386775,2025-07-09 17:30:00,2025-07-09,17,30,2,Wednesday,28,7,July,3,False,True,False,False,False,False,False,False,,,1.0,39.0,58.0,False,False,1.0,Deira,DXB Airport,Al Muteena,Dubai Int'l Airport,polygon,polygon,25.274494,55.326799,25.251547,55.367805,Medium,High,True,False,1.05,1.1,4.85,6.59,1.358,121.74,0,0.0,MAX,False,Careem Pay,False,1.239,0.901,0.099,1.324,6.1,13.7,28.9,1.25,7.0,54.9,53.9,8.19,Completed,,4.1,5.0,-0.7
RID2025080320,CUS3335410,CAP118469,2025-01-24 16:08:00,2025-01-24,16,8,4,Friday,4,1,January,1,False,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.14,20.1,70.5,False,False,1.0,Ras Al Khor,DXB Airport,Ras Al Khor Industrial,Dubai Int'l Airport,polygon,polygon,25.18546,55.361285,25.246422,55.361759,Low,High,True,False,0.95,1.1,6.78,17.33,2.556,0.4,0,0.0,Hala Taxi,True,Credit Card,False,1.278,0.934,0.066,1.297,4.5,28.0,37.1,1.0,7.5,52.87,51.77,2.99,Completed,,4.8,5.0,-0.7
RID2025102885,CUS3245922,CAP256640,2025-02-07 14:30:00,2025-02-07,14,30,4,Friday,6,2,February,1,False,False,False,True,False,False,False,False,,,1.0,22.3,64.0,False,False,1.0,DXB Airport,Downtown,Dubai Int'l Airport,Zaa'Beel Second,polygon,polygon,25.261035,55.35957,25.216046,55.286222,High,High,True,False,1.1,1.3,8.91,18.38,2.062,235.88,1,4.0,Hala MAX,True,Careem Pay,False,1.1,0.96,0.04,1.019,8.4,19.9,55.3,1.0,5.5,84.46,82.5,4.49,Completed,,5.0,4.5,0.1
RID2025151269,CUS3675208,CAP430679,2025-08-26 10:13:00,2025-08-26,10,13,1,Tuesday,35,8,August,3,False,False,False,True,False,False,False,False,,,1.0,36.7,61.0,False,False,1.0,DXB Airport,Mirdif,Dubai Int'l Airport,Mirdif,polygon,polygon,25.259736,55.360809,25.225716,55.432251,High,Medium,True,False,1.1,1.0,8.12,11.04,1.36,117.75,0,0.0,Hala Kids,True,Careem Plus,True,1.1,0.821,0.179,0.848,5.0,10.8,61.2,1.0,4.5,53.47,53.91,4.88,Completed,,4.1,4.6,-0.4
RID2025112642,CUS4082015,CAP474515,2025-12-12 16:05:00,2025-12-12,16,5,4,Friday,50,12,December,4,False,True,False,False,False,False,False,False,,,1.0,20.2,59.8,False,False,1.0,Jumeirah,JVC,Al Satwa,Al Hebiah First,polygon,polygon,25.216492,55.274067,25.044936,55.240746,Medium,Low,False,False,1.15,0.9,19.37,25.61,1.322,189.98,0,0.0,Hala Kids,True,Careem Pay,False,1.357,0.88,0.12,1.179,4.8,37.9,40.5,1.0,7.5,73.55,70.81,2.77,Completed,,4.7,4.7,-3.1
RID2025094797,CUS4354489,CAP480366,2025-06-19 08:30:00,2025-06-19,8,30,3,Thursday,25,6,June,2,False,True,False,False,False,False,False,False,,,1.0,36.7,69.5,False,False,1.0,Dubai Hills,Deira,Hadaeq Sheikh Mohammed Bin Rashid,Al Muteena,polygon,polygon,25.101002,55.257555,25.27123,55.318967,Medium,Medium,False,False,1.05,1.05,19.91,23.65,1.188,18.07,2,8.0,MAX,False,Credit Card,False,1.239,0.956,0.044,1.183,3.9,37.6,37.7,1.25,7.0,164.1,168.92,7.14,Completed,,4.1,4.5,1.8
RID2025144555,CUS3327298,CAP249593,2025-02-27 09:16:00,2025-02-27,9,16,3,Thursday,9,2,February,1,False,True,False,False,False,False,False,False,Dubai Food Festival,Food Festival,1.15,24.1,56.7,False,False,1.0,Downtown,Business Bay,Burj Khalifa,Business Bay,polygon,polygon,25.19323,55.273669,25.173638,55.270472,High,High,False,False,1.3,1.25,2.2,5.91,2.684,188.4,0,0.0,Hala MAX,True,Credit Card,False,1.764,0.764,0.236,1.237,4.9,10.1,35.1,1.0,8.0,31.95,31.52,5.33,Completed,,4.9,4.5,0.7
RID2025162879,CUS4511634,CAP372765,2025-11-15 20:54:00,2025-11-15,20,54,5,Saturday,46,11,November,4,True,False,False,True,False,False,False,False,,,1.0,26.8,59.9,False,False,1.0,Downtown,JVC,Burj Khalifa,Al Hebiah First,polygon,polygon,25.196066,55.285388,25.043999,55.247131,High,Low,False,False,1.3,0.9,17.34,22.14,1.277,192.84,1,4.0,Executive,False,Credit Card,False,1.365,0.8,0.2,0.86,7.6,21.7,61.2,1.25,4.0,115.91,121.13,5.47,Completed,,4.3,4.8,0.9
RID2025078565,CUS2675659,CAP172070,2025-08-20 00:16:00,2025-08-20,0,16,2,Wednesday,34,8,August,3,False,False,True,False,False,False,False,False,,,1.0,36.3,71.8,False,False,1.0,Palm Jumeirah,DXB Airport,Nakhlat Jumeira,Dubai Int'l Airport,polygon,polygon,25.128607,55.121736,25.24853,55.366911,High,High,True,False,1.2,1.1,28.04,34.78,1.24,61.56,3,12.0,Premier,False,Credit Card,False,1.104,1.0,0.0,0.898,9.5,26.8,78.0,1.0,5.0,202.17,210.21,6.04,Completed,,4.5,4.2,2.3
RID2025076824,CUS4427102,CAP419374,2025-01-24 08:41:00,2025-01-24,8,41,4,Friday,4,1,January,1,False,True,False,False,False,False,False,False,Dubai Shopping Festival,Shopping Festival,1.263,20.6,63.8,False,False,1.0,DIFC,Al Nahda,Trade Center First,Al Qusais,polygon,polygon,25.213276,55.274838,25.282478,55.363234,High,Medium,False,False,1.35,0.92,11.76,16.19,1.377,49.1,1,4.0,Comfort,False,Careem Pay,False,2.011,0.665,0.335,1.172,5.8,28.3,34.3,1.75,5.0,104.66,110.76,6.84,Completed,,4.7,4.7,-0.9
RID2025163550,CUS4096908,CAP450557,2025-10-01 17:02:00,2025-10-01,17,2,2,Wednesday,40,10,October,4,False,True,False,False,False,False,False,False,,,1.0,33.7,59.6,False,False,1.0,Deira,Jumeirah,Al Khabaisi,Al Safa Second,polygon,polygon,25.26714,55.331571,25.159252,55.221892,Medium,Medium,False,False,1.05,1.15,16.3,18.85,1.157,222.63,2,8.0,Premier,False,Cash,False,1.239,0.967,0.033,1.216,7.8,27.6,40.9,1.25,8.0,154.68,152.18,8.07,Completed,,4.4,4.4,1.7
RID2025143138,CUS1454852,CAP410576,2025-07-21 22:20:00,2025-07-21,22,20,0,Monday,30,7,July,3,False,False,True,False,False,False,False,False,,,1.0,39.6,70.2,False,False,1.0,Al Barsha,Deira,Al Thanyah Second,Al Baraha,polygon,polygon,25.094141,55.182369,25.278516,55.321521,Medium,Medium,False,False,1.05,1.05,24.83,30.71,1.237,34.3,2,8.0,Hala Taxi,True,Cash,False,0.966,1.0,0.0,0.905,4.2,26.7,69.1,1.0,4.0,89.02,88.24,2.87,Completed,,5.0,4.4,1.7
RID2025048412,CUS1422284,CAP443556,2025-10-08 10:27:00,2025-10-08,10,27,2,Wednesday,41,10,October,4,False,False,False,True,False,False,False,False,,,1.0,29.6,60.4,False,False,1.0,Jumeirah,Sharjah,Jumeirah,Sharjah,centroid,centroid,25.180345,55.216729,25.344568,55.417918,Medium,Low,False,False,1.15,0.95,27.25,33.88,1.243,47.89,2,8.0,Hala MAX,True,Credit Card,False,1.15,1.0,0.0,0.906,2.4,38.0,53.5,1.0,5.5,114.55,124.34,3.67,Completed,,4.6,4.4,-1.8
RID2025139062,CUS3527210,CAP258321,2025-12-12 22:12:00,2025-12-12,22,12,4,Friday,50,12,December,4,False,False,True,False,False,False,False,False,,,1.0,22.6,71.4,False,False,1.0,Downtown,Deira,Zaa'Beel Second,Hor Al Anz,polygon,polygon,25.205632,55.282656,25.27484,55.330054,High,Medium,False,False,1.3,1.05,9.05,12.81,1.415,31.77,1,4.0,MAX,False,Credit Card,False,1.196,1.0,0.0,0.911,3.0,9.9,77.9,1.0,4.5,68.95,67.35,5.26,Completed,,4.8,4.9,0.6
RID2025049505,CUS1234649,CAP172557,2025-11-04 12:51:00,2025-11-04,12,51,1,Tuesday,45,11,November,4,False,False,False,True,False,False,False,False,,,1.0,28.3,65.4,False,False,1.0,Jumeirah,Sharjah,Jumeirah,Sharjah,centroid,centroid,25.18607,55.21806,25.340775,55.425816,Medium,Low,False,False,1.15,0.95,27.06,30.88,1.141,50.49,2,8.0,Comfort,False,Cash,False,1.15,1.0,0.0,0.866,4.2,31.1,59.5,1.0,3.0,105.04,101.48,3.29,Completed,,4.6,4.9,-0.4
RID2025006745,CUS3287966,CAP451200,2025-12-30 23:10:00,2025-12-30,23,10,1,Tuesday,1,12,December,4,False,False,True,False,False,False,False,False,,,1.0,19.7,70.8,False,False,1.0,DXB Airport,Al Barsha,Al Garhoud,Al Thanyah Second,polygon,polygon,25.243663,55.36203,25.084931,55.184392,High,Medium,True,False,1.1,1.05,25.12,33.08,1.317,225.4,2,8.0,MAX,False,Cash,False,1.012,1.0,0.0,0.877,5.7,28.5,69.6,1.0,4.5,161.9,152.44,4.61,Completed,,4.6,4.5,2.0
RID2025118140,CUS1806053,CAP229889,2025-11-20 10:04:00,2025-11-20,10,4,3,Thursday,47,11,November,4,False,False,False,True,False,False,False,False,Dubai Airshow,Trade Show,1.04,26.3,59.6,False,False,1.0,Downtown,Marina,Burj Khalifa,Marsa Dubai,polygon,polygon,25.1922,55.271542,25.084054,55.132488,High,High,False,False,1.3,1.25,18.45,23.74,1.287,229.36,2,8.0,Hala MAX,True,Careem Pay,False,1.352,0.867,0.133,0.831,3.1,20.4,69.8,1.0,5.5,86.08,86.06,3.62,Completed,,5.0,4.9,-0.1
